Ind,Season_End_Year,Squad,Comp,Player,Nation,Pos,Age,Born,Mins_Per_90,Cmp_Total,Att_Total,Cmp_percent_Total,TotDist_Total,PrgDist_Total,Cmp_Short,Att_Short,Cmp_percent_Short,Cmp_Medium,Att_Medium,Cmp_percent_Medium,Cmp_Long,Att_Long,Cmp_percent_Long,Ast,xAG,xA,A_minus_xAG,KP,Final_Third,PPA,CrsPA,Prog,Url
104,2023,Aston Villa,Premier League,Leon Bailey,JAM,"FW,MF",25-097,1997,9.2,146,239,61.1,2290,576,76,104,73.1,46,69,66.7,13,34,38.2,2,2,2.2,0,12,6,9,6,9,https://fbref.com/en/players/3a233281/Leon-Bailey
105,2023,Aston Villa,Premier League,Jan Bednarek,POL,DF,26-216,1996,1,56,62,90.3,1200,392,13,14,92.9,32,34,94.1,10,12,83.3,0,0,0,0,0,3,0,0,3,https://fbref.com/en/players/4115ce4e/Jan-Bednarek
106,2023,Aston Villa,Premier League,Emi Buendía,ARG,"FW,MF",25-324,1996,8.1,287,363,79.1,4741,1380,141,163,86.5,97,124,78.2,33,40,82.5,0,0.8,0.9,-0.8,13,39,17,0,43,https://fbref.com/en/players/66b76d44/Emi-Buendia
107,2023,Aston Villa,Premier League,Diego Carlos,BRA,DF,29-244,1993,2,101,128,78.9,2087,802,30,36,83.3,57,66,86.4,14,24,58.3,0,0,0,0,0,8,0,0,10,https://fbref.com/en/players/b4a014b1/Diego-Carlos
108,2023,Aston Villa,Premier League,Matty Cash,POL,DF,25-099,1997,11.4,417,556,75,7239,2597,196,219,89.5,186,231,80.5,28,77,36.4,0,0.7,0.7,-0.7,7,30,10,6,28,https://fbref.com/en/players/2389cdc2/Matty-Cash
109,2023,Aston Villa,Premier League,Calum Chambers,ENG,DF,27-298,1995,1.1,65,76,85.5,1168,517,30,31,96.8,31,35,88.6,4,7,57.1,0,0,0,0,0,3,0,0,2,https://fbref.com/en/players/dc6f5bdd/Calum-Chambers
110,2023,Aston Villa,Premier League,Philippe Coutinho,BRA,"MF,FW",30-155,1992,6.3,222,286,77.6,3081,671,140,157,89.2,65,85,76.5,10,25,40,0,0.3,0.3,-0.3,6,22,5,2,15,https://fbref.com/en/players/0ef89a37/Philippe-Coutinho
111,2023,Aston Villa,Premier League,Leander Dendoncker,BEL,MF,27-213,1995,3.3,98,113,86.7,1481,254,51,55,92.7,38,42,90.5,4,7,57.1,0,0.3,0,-0.3,2,6,0,0,3,https://fbref.com/en/players/5a7301ae/Leander-Dendoncker
112,2023,Aston Villa,Premier League,Lucas Digne,FRA,DF,29-117,1993,9,395,517,76.4,6372,2419,213,235,90.6,142,194,73.2,33,61,54.1,0,0.5,0.5,-0.5,6,21,8,6,24,https://fbref.com/en/players/1b84dbe1/Lucas-Digne
113,2023,Aston Villa,Premier League,Danny Ings,ENG,FW,30-114,1992,8.1,103,141,73,1241,228,70,89,78.7,26,31,83.9,2,9,22.2,0,0.4,0.4,-0.4,8,6,4,0,11,https://fbref.com/en/players/07802f7f/Danny-Ings
114,2023,Aston Villa,Premier League,Boubacar Kamara,FRA,MF,22-356,1999,7.4,330,395,83.5,5559,1534,166,184,90.2,122,140,87.1,33,45,73.3,0,0.1,0.1,-0.1,2,29,1,0,24,https://fbref.com/en/players/cc77354e/Boubacar-Kamara
115,2023,Aston Villa,Premier League,Ezri Konsa,ENG,DF,25-022,1997,14,562,673,83.5,10399,3746,208,230,90.4,300,331,90.6,49,94,52.1,0,0.5,0.4,-0.5,4,27,4,2,16,https://fbref.com/en/players/0313a347/Ezri-Konsa
116,2023,Aston Villa,Premier League,Douglas Luiz,BRA,MF,24-189,1998,10.3,441,548,80.5,7792,2054,182,209,87.1,194,224,86.6,44,86,51.2,2,1.3,0.7,0.7,13,30,5,2,29,https://fbref.com/en/players/6f7d826d/Douglas-Luiz
117,2023,Aston Villa,Premier League,Emiliano Martínez,ARG,GK,30-073,1992,14.4,352,492,71.5,9746,6769,58,58,100,187,187,100,106,241,44,0,0.3,0.2,-0.3,2,11,0,0,0,https://fbref.com/en/players/7956236f/Emiliano-Martinez
118,2023,Aston Villa,Premier League,John McGinn,SCO,MF,28-027,1994,11.7,362,477,75.9,6647,2435,170,193,88.1,134,167,80.2,48,84,57.1,0,0.7,1.3,-0.7,5,58,9,3,44,https://fbref.com/en/players/90f91999/John-McGinn
119,2023,Aston Villa,Premier League,Tyrone Mings,ENG,DF,29-246,1993,13,490,591,82.9,9895,4074,141,156,90.4,288,313,92,56,112,50,0,0.1,0.5,-0.1,2,32,2,0,31,https://fbref.com/en/players/8397a50c/Tyrone-Mings
120,2023,Aston Villa,Premier League,Robin Olsen,SWE,GK,32-310,1990,0.6,3,23,13,97,89,0,1,0,2,2,100,1,20,5,0,0,0,0,0,0,0,0,0,https://fbref.com/en/players/e7ee38c3/Robin-Olsen
121,2023,Aston Villa,Premier League,Jacob Ramsey,ENG,MF,21-170,2001,11.3,340,413,82.3,4751,1222,207,240,86.3,102,119,85.7,17,23,73.9,2,1.2,0.5,0.8,12,41,7,0,22,https://fbref.com/en/players/1544f145/Jacob-Ramsey
122,2023,Aston Villa,Premier League,Morgan Sanson,FRA,MF,28-088,1994,0,3,3,100,38,0,2,2,100,1,1,100,0,0,NA,0,0,0,0,0,0,0,0,0,https://fbref.com/en/players/6e7f1353/Morgan-Sanson
123,2023,Aston Villa,Premier League,Ollie Watkins,ENG,FW,26-319,1995,13,199,280,71.1,2510,469,129,169,76.3,47,64,73.4,8,11,72.7,3,1.9,1.6,1.1,11,17,6,1,13,https://fbref.com/en/players/aed3a70f/Ollie-Watkins
124,2023,Aston Villa,Premier League,Ashley Young,ENG,DF,37-128,1985,8.1,302,407,74.2,5402,2370,145,169,85.8,122,153,79.7,30,63,47.6,0,0.7,0.4,-0.7,9,24,9,3,28,https://fbref.com/en/players/be927d03/Ashley-Young
125,2023,Atalanta,Serie A,Jeremie Boga,CIV,"MF,FW",25-315,1997,0.9,40,52,76.9,527,141,22,27,81.5,12,16,75,2,4,50,0,0.2,0.2,-0.2,3,1,3,0,5,https://fbref.com/en/players/fe012aca/Jeremie-Boga
126,2023,Atalanta,Serie A,Merih Demiral,TUR,DF,24-254,1998,11.9,330,398,82.9,6229,1751,126,144,87.5,160,186,86,39,61,63.9,0,0.5,0.2,-0.5,3,12,0,0,13,https://fbref.com/en/players/e3cceee6/Merih-Demiral
127,2023,Atalanta,Serie A,Berat Djimsiti,ALB,DF,29-268,1993,3.8,193,220,87.7,3172,1036,95,104,91.3,82,85,96.5,12,25,48,0,0,0,0,1,12,0,0,6,https://fbref.com/en/players/6eee05f1/Berat-Djimsiti
128,2023,Atalanta,Serie A,Éderson,BRA,"MF,FW",23-130,1999,8.2,228,295,77.3,3798,1053,111,129,86,86,107,80.4,20,31,64.5,0,1.3,1.2,-1.3,10,15,7,2,16,https://fbref.com/en/players/a9202def/Ederson
129,2023,Atalanta,Serie A,Hans Hateboer,NED,DF,28-309,1994,11.6,413,526,78.5,6072,2194,245,276,88.8,130,170,76.5,25,47,53.2,0,1.1,1,-1.1,10,19,14,6,30,https://fbref.com/en/players/3b333ac3/Hans-Hateboer
130,2023,Atalanta,Serie A,Rasmus Højlund,DEN,FW,19-283,2003,4.8,82,108,75.9,1028,170,52,64,81.3,19,26,73.1,3,3,100,1,0.4,0.3,0.6,7,7,3,0,7,https://fbref.com/en/players/491a433d/Rasmus-Hojlund
131,2023,Atalanta,Serie A,Teun Koopmeiners,NED,MF,24-259,1998,14.4,513,708,72.5,9725,3996,209,243,86,221,275,80.4,66,153,43.1,1,1.2,2.1,-0.2,19,61,21,4,57,https://fbref.com/en/players/a26fb8aa/Teun-Koopmeiners
132,2023,Atalanta,Serie A,Ademola Lookman,NGA,"FW,MF",25-025,1997,9.5,215,280,76.8,3131,885,121,145,83.4,60,81,74.1,17,26,65.4,1,3,2.8,-2,18,11,15,3,25,https://fbref.com/en/players/7c104bb7/Ademola-Lookman
133,2023,Atalanta,Serie A,José Luis Palomino,ARG,DF,32-313,1990,1,43,56,76.8,772,355,17,19,89.5,22,24,91.7,4,9,44.4,0,0.2,0.2,-0.2,1,0,2,1,4,https://fbref.com/en/players/921f6058/Jose-Luis-Palomino
134,2023,Atalanta,Serie A,Ruslan Malinovskyi,UKR,"MF,FW",29-194,1993,6,241,322,74.8,4736,1625,101,118,85.6,96,120,80,38,60,63.3,2,2,1.3,0,13,36,15,0,41,https://fbref.com/en/players/48d5bd33/Ruslan-Malinovskyi
135,2023,Atalanta,Serie A,Luis Muriel,COL,FW,31-212,1991,5.8,124,200,62,2102,631,67,91,73.6,35,53,66,16,37,43.2,2,2.1,1.7,-0.1,13,9,15,2,20,https://fbref.com/en/players/eb2fe5b6/Luis-Muriel
136,2023,Atalanta,Serie A,Juan Musso,ARG,GK,28-192,1994,9.1,229,311,73.6,7233,5204,28,28,100,93,93,100,106,186,57,0,0.1,0,-0.1,1,0,0,0,0,https://fbref.com/en/players/a111cf41/Juan-Musso
137,2023,Atalanta,Serie A,Joakim Mæhle,DEN,"DF,MF",25-178,1997,8.9,414,509,81.3,5835,2275,257,286,89.9,129,154,83.8,15,30,50,1,0.9,1,0.1,15,31,18,3,43,https://fbref.com/en/players/c459a650/Joakim-Maehle
138,2023,Atalanta,Serie A,Caleb Okoli,ITA,DF,21-124,2001,9.4,297,387,76.7,5230,2068,127,155,81.9,134,164,81.7,27,43,62.8,0,0,0,0,0,9,1,0,17,https://fbref.com/en/players/8ec109e6/Caleb-Okoli
139,2023,Atalanta,Serie A,Mario Pašalić,CRO,"MF,FW",27-278,1995,9.7,256,319,80.3,4143,1150,127,152,83.6,93,106,87.7,25,40,62.5,2,1.6,0.9,0.4,10,27,9,1,32,https://fbref.com/en/players/e599253a/Mario-Pasalic
140,2023,Atalanta,Serie A,Marten de Roon,NED,MF,31-230,1991,11.4,411,524,78.4,8101,2512,158,180,87.8,191,232,82.3,56,89,62.9,1,0.1,0.3,0.9,4,32,4,0,28,https://fbref.com/en/players/2a1beb34/Marten-de-Roon
141,2023,Atalanta,Serie A,Matteo Ruggeri,ITA,DF,20-126,2002,1.3,56,76,73.7,983,451,24,28,85.7,27,33,81.8,4,9,44.4,0,0,0,0,0,2,1,1,1,https://fbref.com/en/players/ae9898c5/Matteo-Ruggeri
142,2023,Atalanta,Serie A,Giorgio Scalvini,ITA,"DF,MF",18-338,2003,7.2,245,333,73.6,4475,2162,121,142,85.2,81,96,84.4,36,72,50,0,0,0.3,0,1,30,6,2,26,https://fbref.com/en/players/1e9aa637/Giorgio-Scalvini
143,2023,Atalanta,Serie A,Brandon Soppy,FRA,DF,20-266,2002,5.8,191,247,77.3,2816,1210,106,118,89.8,70,95,73.7,9,18,50,3,1.2,1,1.8,8,19,7,2,24,https://fbref.com/en/players/28f66c2e/Brandon-Soppy
144,2023,Atalanta,Serie A,Marco Sportiello,ITA,GK,30-188,1992,5.9,167,213,78.4,4647,3179,30,30,100,89,91,97.8,48,92,52.2,0,0,0,0,0,0,0,0,1,https://fbref.com/en/players/ac4003af/Marco-Sportiello
145,2023,Atalanta,Serie A,Rafael Tolói,ITA,DF,32-035,1990,9.5,310,416,74.5,6123,2511,125,142,88,131,159,82.4,50,98,51,0,0.5,0.3,-0.5,8,29,2,1,21,https://fbref.com/en/players/c56dc39e/Rafael-Toloi
146,2023,Atalanta,Serie A,Duván Zapata,COL,FW,31-227,1991,5.7,96,146,65.8,1473,287,50,72,69.4,37,50,74,6,10,60,0,0.1,0.2,-0.1,3,5,4,0,10,https://fbref.com/en/players/d3de9af0/Duvan-Zapata
147,2023,Atalanta,Serie A,Davide Zappacosta,ITA,DF,30-156,1992,1,33,47,70.2,439,200,24,27,88.9,9,14,64.3,0,2,0,0,0,0,0,0,1,0,0,1,https://fbref.com/en/players/7fe90ccd/Davide-Zappacosta
148,2023,Atalanta,Serie A,Nadir Zortea,ITA,DF,23-148,1999,2.1,44,79,55.7,716,445,22,28,78.6,16,28,57.1,5,12,41.7,0,0.6,0.2,-0.6,3,2,3,1,5,https://fbref.com/en/players/82598b71/Nadir-Zortea
149,2023,Athletic Club,La Liga,Yeray Álvarez,ESP,DF,27-294,1995,11.7,527,648,81.3,10731,4068,185,207,89.4,271,304,89.1,66,123,53.7,1,0.5,0.4,0.5,6,71,5,4,59,https://fbref.com/en/players/3ecc11d8/Yeray-Alvarez
150,2023,Athletic Club,La Liga,Mikel Balenziaga,ESP,DF,34-258,1988,0.5,28,37,75.7,419,130,15,16,93.8,12,15,80,1,3,33.3,0,0,0.1,0,0,1,2,1,2,https://fbref.com/en/players/1fe67e86/Mikel-Balenziaga
151,2023,Athletic Club,La Liga,Yuri Berchiche,ESP,DF,32-277,1990,4.9,199,245,81.2,3248,1401,97,105,92.4,85,103,82.5,15,21,71.4,0,0.1,0.3,-0.1,3,23,8,2,20,https://fbref.com/en/players/b6e50615/Yuri-Berchiche
152,2023,Athletic Club,La Liga,Álex Berenguer,ESP,FW,27-133,1995,11.4,283,417,67.9,3975,1036,184,212,86.8,59,108,54.6,25,54,46.3,1,2.5,2.4,-1.5,24,7,15,5,23,https://fbref.com/en/players/dc1c2fce/Alex-Berenguer
153,2023,Athletic Club,La Liga,Ander Capa,ESP,FW,30-279,1992,0,0,1,0,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,https://fbref.com/en/players/37f1cf47/Ander-Capa
154,2023,Athletic Club,La Liga,Malcom Abdulai Ares Djalo,ESP,FW,21-033,2001,0.1,7,7,100,92,20,5,5,100,2,2,100,0,0,NA,0,0,0,0,0,0,0,0,1,https://fbref.com/en/players/a461f098/Malcom-Abdulai-Ares-Djalo
155,2023,Athletic Club,La Liga,Dani García,ESP,MF,32-174,1990,4,164,202,81.2,2724,879,80,95,84.2,71,78,91,11,25,44,1,0.1,0.1,0.9,3,23,2,0,18,https://fbref.com/en/players/240d3a0b/Dani-Garcia
156,2023,Athletic Club,La Liga,Raúl García,ESP,"MF,FW",36-126,1986,3.9,75,118,63.6,1220,252,42,51,82.4,27,47,57.4,6,13,46.2,1,0.4,0.3,0.6,3,9,3,0,7,https://fbref.com/en/players/b418dbd4/Raul-Garcia
157,2023,Athletic Club,La Liga,Gorka Guruzeta,ESP,"FW,MF",26-063,1996,2.3,45,55,81.8,612,164,25,28,89.3,12,14,85.7,2,3,66.7,0,0.2,0.2,-0.2,2,5,2,0,7,https://fbref.com/en/players/6b5ea2f4/Gorka-Guruzeta
158,2023,Athletic Club,La Liga,Ander Herrera,ESP,MF,33-092,1989,2.6,126,141,89.4,1843,556,72,76,94.7,40,43,93,7,11,63.6,1,0.4,0.5,0.6,3,10,3,0,7,https://fbref.com/en/players/436a9dd0/Ander-Herrera
159,2023,Athletic Club,La Liga,Iñigo Lekue,ESP,DF,29-194,1993,10.5,474,604,78.5,7848,2658,230,262,87.8,204,256,79.7,31,59,52.5,1,0.3,0.3,0.7,8,42,5,3,26,https://fbref.com/en/players/59b7d823/Inigo-Lekue
160,2023,Athletic Club,La Liga,Óscar de Marcos,ESP,DF,33-214,1989,12,586,742,79,9792,3716,311,349,89.1,221,268,82.5,47,86,54.7,3,2,2.1,1,18,69,20,10,57,https://fbref.com/en/players/9f323c71/Oscar-de-Marcos
161,2023,Athletic Club,La Liga,Iñigo Martínez,ESP,DF,31-181,1991,9,431,507,85,8927,3323,142,159,89.3,213,236,90.3,68,97,70.1,0,0.2,0.1,-0.2,4,38,2,0,26,https://fbref.com/en/players/3fc45c73/Inigo-Martinez
162,2023,Athletic Club,La Liga,Jon Morcillo,ESP,"FW,MF",24-060,1998,0.6,30,40,75,495,135,17,18,94.4,9,11,81.8,3,7,42.9,1,0.3,0.2,0.7,4,0,3,1,2,https://fbref.com/en/players/b7d7f3bf/Jon-Morcillo
163,2023,Athletic Club,La Liga,Iker Muniain,ESP,"MF,FW",29-330,1992,8.8,431,529,81.5,6664,1920,237,259,91.5,153,180,85,27,60,45,1,2.1,2,-1.1,20,48,12,2,44,https://fbref.com/en/players/c05dfb74/Iker-Muniain
164,2023,Athletic Club,La Liga,Aitor Paredes,ESP,DF,22-199,2000,0.3,14,15,93.3,327,99,5,5,100,6,6,100,3,4,75,0,0,0,0,0,0,0,0,2,https://fbref.com/en/players/b906757a/Aitor-Paredes
165,2023,Athletic Club,La Liga,Oihan Sancet,ESP,MF,22-203,2000,10.4,310,366,84.7,4403,1125,188,204,92.2,98,115,85.2,16,23,69.6,0,1.2,0.9,-1.2,14,33,9,0,30,https://fbref.com/en/players/bdb624a3/Oihan-Sancet
166,2023,Athletic Club,La Liga,Unai Simón,ESP,GK,25-156,1997,14,334,438,76.3,8701,6207,53,54,98.1,193,195,99,87,185,47,0,0,0,0,0,7,0,0,2,https://fbref.com/en/players/5dcf3e90/Unai-Simon
167,2023,Athletic Club,La Liga,Unai Vencedor Paris,ESP,MF,21-364,2000,1.6,81,91,89,1556,418,37,39,94.9,27,31,87.1,15,17,88.2,0,0,0,0,1,11,0,0,5,https://fbref.com/en/players/4112ace5/Unai-Vencedor-Paris
168,2023,Athletic Club,La Liga,Mikel Vesga,ESP,MF,29-177,1993,10.3,473,583,81.1,8854,2941,194,227,85.5,206,240,85.8,63,86,73.3,2,0.8,0.9,1.2,13,86,10,3,61,https://fbref.com/en/players/b0fce72c/Mikel-Vesga
169,2023,Athletic Club,La Liga,Asier Villalibre,ESP,FW,25-045,1997,1,8,15,53.3,124,39,4,7,57.1,4,5,80,0,0,NA,0,0.2,0,-0.2,2,1,1,0,2,https://fbref.com/en/players/57be54ec/Asier-Villalibre
170,2023,Athletic Club,La Liga,Daniel Vivian,ESP,DF,23-132,1999,7.1,307,368,83.4,6560,2364,79,89,88.8,184,201,91.5,42,71,59.2,0,0,0.1,0,1,36,1,0,26,https://fbref.com/en/players/ab7bf91d/Daniel-Vivian
171,2023,Athletic Club,La Liga,Iñaki Williams,GHA,FW,28-152,1994,12.7,186,283,65.7,2460,491,112,147,76.2,53,83,63.9,8,19,42.1,1,1.5,1.4,-0.5,15,9,10,2,17,https://fbref.com/en/players/6a99e0b1/Inaki-Williams
172,2023,Athletic Club,La Liga,Nico Williams,ESP,FW,20-125,2002,11.9,253,367,68.9,3586,976,155,179,86.6,80,113,70.8,12,28,42.9,3,2.2,1.6,0.8,19,12,20,7,30,https://fbref.com/en/players/afdc14d7/Nico-Williams
173,2023,Athletic Club,La Liga,Oier Zarraga,ESP,MF,23-314,1999,2.5,83,105,79,1278,283,45,51,88.2,34,44,77.3,3,7,42.9,0,0.1,0.2,-0.1,2,10,2,1,4,https://fbref.com/en/players/968a1c2f/Oier-Zarraga
174,2023,Atlético Madrid,La Liga,Pablo Barrios,ESP,MF,19-152,2003,0.2,23,26,88.5,354,90,13,14,92.9,9,10,90,1,1,100,0,0,0,0,0,5,0,0,1,https://fbref.com/en/players/45736cec/Pablo-Barrios
175,2023,Atlético Madrid,La Liga,Yannick Carrasco,BEL,"DF,FW",29-071,1993,8.2,299,369,81,4101,1182,190,203,93.6,71,85,83.5,17,37,45.9,0,1.6,1.5,-1.6,18,11,12,3,22,https://fbref.com/en/players/de39485a/Yannick-Carrasco
176,2023,Atlético Madrid,La Liga,Ángel Correa,ARG,"FW,MF",27-250,1995,5.7,169,214,79,2179,456,109,122,89.3,37,47,78.7,8,19,42.1,0,1.3,1.1,-1.3,9,9,8,2,15,https://fbref.com/en/players/01eb744d/Angel-Correa
177,2023,Atlético Madrid,La Liga,Matheus Cunha,BRA,"FW,MF",23-171,1999,4.2,64,85,75.3,790,203,48,55,87.3,9,13,69.2,3,4,75,2,0.8,0.4,1.2,6,6,2,0,5,https://fbref.com/en/players/dc62b55d/Matheus-Cunha
178,2023,Atlético Madrid,La Liga,Rodrigo De Paul,ARG,MF,28-174,1994,7.4,370,457,81,6792,2106,183,203,90.1,125,149,83.9,54,82,65.9,1,1.5,1.1,-0.5,15,59,20,4,48,https://fbref.com/en/players/162efffd/Rodrigo-De-Paul
179,2023,Atlético Madrid,La Liga,Felipe,BRA,DF,33-182,1989,2,118,129,91.5,2215,827,43,44,97.7,64,70,91.4,10,12,83.3,0,0,0,0,1,15,0,0,12,https://fbref.com/en/players/51a3c4c8/Felipe
180,2023,Atlético Madrid,La Liga,João Félix,POR,FW,23-004,1999,5.7,126,172,73.3,1585,545,73,84,86.9,29,44,65.9,6,21,28.6,3,1.1,0.9,1.9,8,10,9,1,18,https://fbref.com/en/players/8aafd64f/Joao-Felix
181,2023,Atlético Madrid,La Liga,Ivo Grbić,CRO,GK,26-300,1996,2.3,41,87,47.1,1330,1018,6,7,85.7,17,17,100,18,63,28.6,0,0,0,0,0,0,0,0,0,https://fbref.com/en/players/3f034750/Ivo-Grbic
182,2023,Atlético Madrid,La Liga,Antoine Griezmann,FRA,"FW,MF",31-238,1991,8.6,347,452,76.8,5463,1490,186,210,88.6,112,141,79.4,30,66,45.5,3,2.6,2.4,0.4,23,30,15,5,30,https://fbref.com/en/players/df69b544/Antoine-Griezmann
183,2023,Atlético Madrid,La Liga,Mario Hermoso,ESP,DF,27-149,1995,1.3,58,68,85.3,1215,499,17,20,85,32,34,94.1,8,12,66.7,0,0,0,0,0,4,0,0,2,https://fbref.com/en/players/555f3a0b/Mario-Hermoso
184,2023,Atlético Madrid,La Liga,Koke,ESP,MF,30-310,1992,8.2,391,476,82.1,5788,1770,220,239,92.1,116,141,82.3,27,51,52.9,2,0.8,0.5,1.2,10,31,8,2,31,https://fbref.com/en/players/55126f3b/Koke
185,2023,Atlético Madrid,La Liga,Geoffrey Kondogbia,CTA,MF,29-272,1993,8,394,438,90,6205,1881,211,226,93.4,129,139,92.8,34,45,75.6,1,0.5,0.3,0.5,4,33,2,0,19,https://fbref.com/en/players/cce181df/Geoffrey-Kondogbia
186,2023,Atlético Madrid,La Liga,Thomas Lemar,FRA,MF,27-002,1995,4.3,218,258,84.5,3450,1032,115,120,95.8,72,84,85.7,20,33,60.6,2,0.9,0.5,1.1,13,22,9,3,17,https://fbref.com/en/players/4dbd0916/Thomas-Lemar
187,2023,Atlético Madrid,La Liga,Marcos Llorente,ESP,"DF,MF",27-288,1995,7.4,250,306,81.7,3712,1056,126,137,92,89,108,82.4,16,29,55.2,0,1.3,1.1,-1.3,9,15,5,2,15,https://fbref.com/en/players/02c15616/Marcos-Llorente
188,2023,Atlético Madrid,La Liga,Reinildo Mandava,MOZ,DF,28-297,1994,13.8,640,746,85.8,9386,3833,367,395,92.9,224,258,86.8,28,57,49.1,0,0.5,0.8,-0.5,7,31,6,3,31,https://fbref.com/en/players/c20bdcd7/Reinildo-Mandava
189,2023,Atlético Madrid,La Liga,José María Giménez,URU,DF,27-298,1995,8.2,318,364,87.4,6334,2165,106,117,90.6,166,181,91.7,42,59,71.2,0,0,0,0,0,15,0,0,11,https://fbref.com/en/players/f0da930c/Jose-Maria-Gimenez
190,2023,Atlético Madrid,La Liga,Nahuel Molina,ARG,DF,24-222,1998,10.3,446,617,72.3,6949,2818,254,281,90.4,143,217,65.9,37,81,45.7,0,0.5,0.8,-0.5,10,31,14,4,35,https://fbref.com/en/players/23610943/Nahuel-Molina
191,2023,Atlético Madrid,La Liga,Álvaro Morata,ESP,FW,30-022,1992,9.4,110,180,61.1,1456,240,71,101,70.3,24,43,55.8,8,14,57.1,1,0.6,0.4,0.4,8,0,2,1,4,https://fbref.com/en/players/129af0db/Alvaro-Morata
192,2023,Atlético Madrid,La Liga,Saúl Ñíguez,ESP,"MF,DF",27-358,1994,5.2,169,227,74.4,2410,567,108,123,87.8,50,68,73.5,8,18,44.4,1,0.1,0.2,0.9,1,8,3,0,9,https://fbref.com/en/players/c14bc029/Saul-Niguez
193,2023,Atlético Madrid,La Liga,Jan Oblak,SVN,GK,29-311,1993,11.7,204,321,63.6,5600,4201,40,40,100,100,102,98,62,175,35.4,0,0,0,0,0,0,0,0,0,https://fbref.com/en/players/ee8508c0/Jan-Oblak
194,2023,Atlético Madrid,La Liga,Sergio Reguilón,ESP,DF,25-333,1996,0.2,13,15,86.7,194,58,7,7,100,5,5,100,1,2,50,0,0,0,0,0,3,0,0,1,https://fbref.com/en/players/3353737a/Sergio-Reguilon
195,2023,Atlético Madrid,La Liga,Stefan Savić,MNE,DF,31-310,1991,9.8,452,519,87.1,8638,3497,167,175,95.4,224,255,87.8,54,71,76.1,0,0,0.1,0,1,35,0,0,37,https://fbref.com/en/players/f6ac68c1/Stefan-Savic
196,2023,Atlético Madrid,La Liga,Axel Witsel,BEL,"DF,MF",33-306,1989,11.9,617,661,93.3,10114,3282,283,296,95.6,293,308,95.1,26,36,72.2,0,0.3,0.4,-0.3,3,41,1,0,28,https://fbref.com/en/players/5dfc6ad5/Axel-Witsel
197,2023,Augsburg,Bundesliga,Maximilian Bauer,GER,DF,22-278,2000,11.5,295,413,71.4,6140,2594,100,118,84.7,152,178,85.4,41,109,37.6,0,0.3,0.1,-0.3,2,22,2,0,21,https://fbref.com/en/players/44a20f0c/Maximilian-Bauer
198,2023,Augsburg,Bundesliga,Julian Baumgartlinger,AUT,MF,34-316,1988,2.9,93,115,80.9,1742,460,32,43,74.4,50,56,89.3,9,11,81.8,0,0,0.1,0,0,9,2,0,8,https://fbref.com/en/players/69374ff5/Julian-Baumgartlinger
199,2023,Augsburg,Bundesliga,Mergim Berisha,GER,FW,24-187,1998,8.7,81,187,43.3,1479,667,34,65,52.3,32,60,53.3,12,39,30.8,4,2.4,2.4,1.6,15,13,5,3,13,https://fbref.com/en/players/eb6e14be/Mergim-Berisha
200,2023,Augsburg,Bundesliga,Daniel Caligiuri,ITA,"DF,FW",34-303,1988,2.9,85,130,65.4,1486,784,37,46,80.4,33,51,64.7,10,24,41.7,0,0.2,0.2,-0.2,3,8,4,0,10,https://fbref.com/en/players/d1273f09/Daniel-Caligiuri
201,2023,Augsburg,Bundesliga,Ermedin Demirović,BIH,"FW,MF",24-234,1998,12.7,120,255,47.1,1630,602,72,125,57.6,37,69,53.6,4,13,30.8,2,2,1.2,0,13,14,11,4,16,https://fbref.com/en/players/ed79b7d3/Ermedin-Demirovic
202,2023,Augsburg,Bundesliga,Ohis Felix Uduokhai,GER,DF,25-066,1997,4.8,161,220,73.2,2993,1072,58,74,78.4,84,103,81.6,16,34,47.1,1,0.2,0.3,0.8,2,8,1,0,12,https://fbref.com/en/players/677da306/Ohis-Felix-Uduokhai
203,2023,Augsburg,Bundesliga,Raphael Framberger,GER,"DF,FW",27-069,1995,2,33,64,51.6,405,292,22,27,81.5,9,19,47.4,0,10,0,0,0,0.1,0,1,2,1,0,4,https://fbref.com/en/players/626fab5f/Raphael-Framberger
204,2023,Augsburg,Bundesliga,Rafał Gikiewicz,POL,GK,35-019,1987,11,325,505,64.4,11076,8563,36,38,94.7,136,143,95.1,153,323,47.4,0,0,0.1,0,0,14,1,0,0,https://fbref.com/en/players/17376543/Rafal-Gikiewicz
205,2023,Augsburg,Bundesliga,Jeffrey Gouweleeuw,NED,DF,31-127,1991,13.3,333,507,65.7,7585,3106,100,139,71.9,168,198,84.8,62,150,41.3,0,0.3,0.4,-0.3,5,34,8,0,24,https://fbref.com/en/players/1025db8e/Jeffrey-Gouweleeuw
206,2023,Augsburg,Bundesliga,Carlos Gruezo,ECU,MF,27-209,1995,10.7,199,276,72.1,4090,1319,63,80,78.8,88,110,80,40,70,57.1,0,0.3,0.4,-0.3,6,25,6,0,24,https://fbref.com/en/players/f2dd9a21/Carlos-Gruezo
207,2023,Augsburg,Bundesliga,Robert Gumny,POL,"DF,MF",24-163,1998,9.3,196,321,61.1,3637,1684,79,111,71.2,90,138,65.2,22,56,39.3,1,0.4,0.6,0.6,5,10,6,3,15,https://fbref.com/en/players/1df0c0b9/Robert-Gumny
